director_name,actor_3_name,actor_2_name,actor_1_name,genres,movie_title,combination
Barry Levinson,Kristen Stewart,Robin Wright,Robert De Niro,Comedy Drama,what just happened,Robert De Niro Robin Wright Kristen Stewart Barry Levinson Comedy Drama
Norman Jewison,John Neville,Colin Salmon,Charlotte Rampling,Drama Thriller,the statement,Charlotte Rampling Colin Salmon John Neville Norman Jewison Drama Thriller
Kenneth Branagh,Joseph Kaiser,Amy Carson,Kim-Marie Woodhouse,Drama Musical Romance,the magic flute,Kim-Marie Woodhouse Amy Carson Joseph Kaiser Kenneth Branagh Drama Musical Romance
Steve Carr,Allen Covert,Adhir Kalyan,Erick Avari,Action Comedy Crime,paul blart: mall cop,Erick Avari Adhir Kalyan Allen Covert Steve Carr Action Comedy Crime
Mark Waters,Willie Garson,Julie Gonzalo,Jamie Lee Curtis,Comedy Family Fantasy Music Romance,freaky friday,Jamie Lee Curtis Julie Gonzalo Willie Garson Mark Waters Comedy Family Fantasy Music Romance
Judd Apatow,Gerry Bednob,Romany Malco,Steve Carell,Comedy Romance,the 40-year-old virgin,Steve Carell Romany Malco Gerry Bednob Judd Apatow Comedy Romance
John Madden,Simon Callow,Martin Clunes,Tom Wilkinson,Comedy Drama Romance,shakespeare in love,Tom Wilkinson Martin Clunes Simon Callow John Madden Comedy Drama Romance
Scott Frank,David Harbour,Boyd Holbrook,Liam Neeson,Crime Drama Mystery Thriller,a walk among the tombstones,Liam Neeson Boyd Holbrook David Harbour Scott Frank Crime Drama Mystery Thriller
Ivan Reitman,Penelope Ann Miller,Cathy Moriarty,Richard Tyson,Action Comedy Crime,kindergarten cop,Richard Tyson Cathy Moriarty Penelope Ann Miller Ivan Reitman Action Comedy Crime
David Gordon Green,Rosie Perez,Gary Cole,James Franco,Action Comedy Crime,pineapple express,James Franco Gary Cole Rosie Perez David Gordon Green Action Comedy Crime
Andy Tennant,Jeanne Moreau,Dougray Scott,Anjelica Huston,Comedy Drama Romance,ever after: a cinderella story,Anjelica Huston Dougray Scott Jeanne Moreau Andy Tennant Comedy Drama Romance
Kevin Costner,Julian Richings,Michael Jeter,Robert Duvall,Drama Romance Western,open range,Robert Duvall Michael Jeter Julian Richings Kevin Costner Drama Romance Western
Joel Schumacher,Hope Davis,Oliver Platt,Julia Roberts,Drama Horror Sci-Fi Thriller,flatliners,Julia Roberts Oliver Platt Hope Davis Joel Schumacher Drama Horror Sci-Fi Thriller
Richard Attenborough,Wolfgang Preiss,Dirk Bogarde,Ryan O'Neal,Drama History War,a bridge too far,Ryan O'Neal Dirk Bogarde Wolfgang Preiss Richard Attenborough Drama History War
Wes Craven,Suzie Plakson,Carl Gilliard,Robert Pine,Mystery Thriller,red eye,Robert Pine Carl Gilliard Suzie Plakson Wes Craven Mystery Thriller
David R. Ellis,Keegan Connor Tracy,Michael Landes,Sarah Carter,Horror Thriller,final destination 2,Sarah Carter Michael Landes Keegan Connor Tracy David R. Ellis Horror Thriller
Joel Coen,Daniel von Bargen,Tim Blake Nelson,Holly Hunter,Adventure Comedy Crime Music,"o brother, where art thou?",Holly Hunter Tim Blake Nelson Daniel von Bargen Joel Coen Adventure Comedy Crime Music
Scott Stewart,Charles S. Dutton,Kate Walsh,Dennis Quaid,Action Fantasy Horror,legion,Dennis Quaid Kate Walsh Charles S. Dutton Scott Stewart Action Fantasy Horror
Michael Bay,Michael Rispoli,Larry Hankin,Dwayne Johnson,Comedy Crime Drama,pain & gain,Dwayne Johnson Larry Hankin Michael Rispoli Michael Bay Comedy Crime Drama
Paul Weitz,Dennis Quaid,Ty Burrell,Scarlett Johansson,Comedy Drama Romance,in good company,Scarlett Johansson Ty Burrell Dennis Quaid Paul Weitz Comedy Drama Romance
Jonathan Frakes,Jason George,Paula Garcés,Michael Biehn,Action Adventure Comedy Sci-Fi Thriller,clockstoppers,Michael Biehn Paula Garcés Jason George Jonathan Frakes Action Adventure Comedy Sci-Fi Thriller
Lawrence Kasdan,Brad Leland,Todd Allen,Scott Glenn,Action Crime Drama Western,silverado,Scott Glenn Todd Allen Brad Leland Lawrence Kasdan Action Crime Drama Western
Kevin Allen,David Kelly,Frankie Muniz,Daniel Roebuck,Action Adventure Comedy Family Romance Sci-Fi,agent cody banks 2: destination london,Daniel Roebuck Frankie Muniz David Kelly Kevin Allen Action Adventure Comedy Family Romance Sci-Fi
Garry Marshall,Seth Meyers,Common,Robert De Niro,Comedy Romance,new year's eve,Robert De Niro Common Seth Meyers Garry Marshall Comedy Romance
Michael Cristofer,Jack Thompson,Gregory Itzin,Angelina Jolie Pitt,Drama Mystery Romance Thriller,original sin,Angelina Jolie Pitt Gregory Itzin Jack Thompson Michael Cristofer Drama Mystery Romance Thriller
James McTeigue,Kevin McNally,Dave Legeno,Pam Ferris,Crime Mystery Thriller,the raven,Pam Ferris Dave Legeno Kevin McNally James McTeigue Crime Mystery Thriller
Donald Petrie,Maura Tierney,Ray Romano,Rip Torn,Comedy Romance,welcome to mooseport,Rip Torn Ray Romano Maura Tierney Donald Petrie Comedy Romance
Andrew Morahan,Mario Van Peebles,Mako,Christopher Lambert,Action Fantasy Romance Sci-Fi,highlander: the final dimension,Christopher Lambert Mako Mario Van Peebles Andrew Morahan Action Fantasy Romance Sci-Fi
Bob Rafelson,Judy Davis,Mike Starr,Harold Perrineau,Crime Drama Thriller,blood and wine,Harold Perrineau Mike Starr Judy Davis Bob Rafelson Crime Drama Thriller
Michael Cohn,Monica Keena,Chris Bauer,David Conrad,Fantasy Horror,snow white: a tale of terror,David Conrad Chris Bauer Monica Keena Michael Cohn Fantasy Horror
Woody Allen,Peter Gerety,Elizabeth Berkley,Woody Allen,Comedy Crime Mystery Romance,the curse of the jade scorpion,Woody Allen Elizabeth Berkley Peter Gerety Woody Allen Comedy Crime Mystery Romance
David O. Russell,Beverly D'Angelo,Kirstie Alley,Jake Gyllenhaal,Comedy Romance,accidental love,Jake Gyllenhaal Kirstie Alley Beverly D'Angelo David O. Russell Comedy Romance
Alan Shapiro,Jessica Wesson,Chelsea Field,Paul Hogan,Adventure Family,flipper,Paul Hogan Chelsea Field Jessica Wesson Alan Shapiro Adventure Family
Tarsem Singh,Sandra Ellis Lafferty,Derek Luke,Ryan Reynolds,Action Mystery Sci-Fi Thriller,self/less,Ryan Reynolds Derek Luke Sandra Ellis Lafferty Tarsem Singh Action Mystery Sci-Fi Thriller
Fernando Meirelles,Donald Sumpter,Danny Huston,Archie Panjabi,Drama Mystery Romance Thriller,the constant gardener,Archie Panjabi Danny Huston Donald Sumpter Fernando Meirelles Drama Mystery Romance Thriller
Mel Gibson,Hristo Shopov,Maia Morgenstern,Christo Jivkov,Drama,the passion of the christ,Christo Jivkov Maia Morgenstern Hristo Shopov Mel Gibson Drama
Chris Columbus,Matthew Lawrence,Mara Wilson,Robin Williams,Comedy Drama Family Romance,mrs. doubtfire,Robin Williams Mara Wilson Matthew Lawrence Chris Columbus Comedy Drama Family Romance
Barry Levinson,Beth Grant,Valeria Golino,Tom Cruise,Drama,rain man,Tom Cruise Valeria Golino Beth Grant Barry Levinson Drama
Clint Eastwood,Ahney Her,Dreama Walker,Clint Eastwood,Drama,gran torino,Clint Eastwood Dreama Walker Ahney Her Clint Eastwood Drama
Oliver Stone,Bruce McGill,Scott Glenn,Toby Jones,Biography Drama History,w.,Toby Jones Scott Glenn Bruce McGill Oliver Stone Biography Drama History
Pierre Morel,Xander Berkeley,Holly Valance,Liam Neeson,Action Thriller,taken,Liam Neeson Holly Valance Xander Berkeley Pierre Morel Action Thriller
Michael Hoffman,Clarke Peters,Gerald McRaney,Luke Bracey,Drama Romance,the best of me,Luke Bracey Gerald McRaney Clarke Peters Michael Hoffman Drama Romance
Mick Jackson,DeVaughn Nixon,Mike Starr,Bill Cobbs,Action Drama Music Romance,the bodyguard,Bill Cobbs Mike Starr DeVaughn Nixon Mick Jackson Action Drama Music Romance
Steven Spielberg,Caroline Goodall,Embeth Davidtz,Liam Neeson,Biography Drama History,schindler's list,Liam Neeson Embeth Davidtz Caroline Goodall Steven Spielberg Biography Drama History
Tate Taylor,Mike Vogel,Bryce Dallas Howard,Emma Stone,Drama,the help,Emma Stone Bryce Dallas Howard Mike Vogel Tate Taylor Drama
Bill Condon,Jamie Blackley,Peter Capaldi,Benedict Cumberbatch,Biography Drama Thriller,the fifth estate,Benedict Cumberbatch Peter Capaldi Jamie Blackley Bill Condon Biography Drama Thriller
Raja Gosnell,Tim Blake Nelson,Linda Cardellini,Sarah Michelle Gellar,Adventure Comedy Family Fantasy Horror Mystery,scooby-doo 2: monsters unleashed,Sarah Michelle Gellar Linda Cardellini Tim Blake Nelson Raja Gosnell Adventure Comedy Family Fantasy Horror Mystery
Oleg Stepchenko,Agnia Ditkovskite,Igor Jijikine,Jason Flemyng,Adventure Fantasy Mystery Thriller,viy,Jason Flemyng Igor Jijikine Agnia Ditkovskite Oleg Stepchenko Adventure Fantasy Mystery Thriller
Ronny Yu,Zack Ward,Jason Ritter,Katharine Isabelle,Action Horror Thriller,freddy vs. jason,Katharine Isabelle Jason Ritter Zack Ward Ronny Yu Action Horror Thriller
Michael Winterbottom,Sara Stewart,Ava Acres,Cara Delevingne,Drama,the face of an angel,Cara Delevingne Ava Acres Sara Stewart Michael Winterbottom Drama
John A. Davis,Andrea Martin,Rob Paulsen,Martin Short,Action Adventure Animation Comedy Family Sci-Fi,jimmy neutron: boy genius,Martin Short Rob Paulsen Andrea Martin John A. Davis Action Adventure Animation Comedy Family Sci-Fi
Matt Reeves,Liza Lapira,Ben Feldman,Mike Vogel,Action Adventure Horror Sci-Fi,cloverfield,Mike Vogel Ben Feldman Liza Lapira Matt Reeves Action Adventure Horror Sci-Fi
Michael Pressman,Ernie Reyes Jr.,Paige Turco,Kevin Nash,Action Adventure Comedy Family Sci-Fi,teenage mutant ninja turtles ii: the secret of the ooze,Kevin Nash Paige Turco Ernie Reyes Jr. Michael Pressman Action Adventure Comedy Family Sci-Fi
Brian De Palma,Charles Martin Smith,Billy Drago,Robert De Niro,Crime Drama Thriller,the untouchables,Robert De Niro Billy Drago Charles Martin Smith Brian De Palma Crime Drama Thriller
Ethan Coen,Barry Corbin,Stephen Root,Kelly Macdonald,Crime Drama Thriller,no country for old men,Kelly Macdonald Stephen Root Barry Corbin Ethan Coen Crime Drama Thriller
Tim Story,Bryan Callen,Tika Sumpter,Bruce McGill,Action Comedy Crime Romance,ride along,Bruce McGill Tika Sumpter Bryan Callen Tim Story Action Comedy Crime Romance
Sharon Maguire,Shirley Henderson,Jim Broadbent,Colin Firth,Comedy Drama Romance,bridget jones's diary,Colin Firth Jim Broadbent Shirley Henderson Sharon Maguire Comedy Drama Romance
Lasse Hallström,Hugh O'Conor,Leslie Caron,Lena Olin,Drama Romance,chocolat,Lena Olin Leslie Caron Hugh O'Conor Lasse Hallström Drama Romance
Charles Herman-Wurmfeld,Bob Newhart,Bruce McGill,Mary Lynn Rajskub,Comedy,"legally blonde 2: red, white & blonde",Mary Lynn Rajskub Bruce McGill Bob Newhart Charles Herman-Wurmfeld Comedy
Andy Fickman,Tom Everett Scott,Gedde Watanabe,Bailee Madison,Comedy Family,parental guidance,Bailee Madison Gedde Watanabe Tom Everett Scott Andy Fickman Comedy Family
Ivan Reitman,Mindy Kaling,Greta Gerwig,Natalie Portman,Comedy Romance,no strings attached,Natalie Portman Greta Gerwig Mindy Kaling Ivan Reitman Comedy Romance
George P. Cosmatos,Powers Boothe,Dana Delany,Michael Biehn,Action Biography Drama History Romance Western,tombstone,Michael Biehn Dana Delany Powers Boothe George P. Cosmatos Action Biography Drama History Romance Western
Andrzej Bartkowiak,Aaliyah,Delroy Lindo,Jet Li,Action Crime Thriller,romeo must die,Jet Li Delroy Lindo Aaliyah Andrzej Bartkowiak Action Crime Thriller
James Wong,Crystal Lowe,Gina Holden,Chelan Simmons,Horror,final destination 3,Chelan Simmons Gina Holden Crystal Lowe James Wong Horror
Scott Hicks,Jay R. Ferguson,Riley Thomas Stewart,Blythe Danner,Drama Romance,the lucky one,Blythe Danner Riley Thomas Stewart Jay R. Ferguson Scott Hicks Drama Romance
Gabor Csupo,Bailee Madison,Zooey Deschanel,Josh Hutcherson,Adventure Drama Family Fantasy,bridge to terabithia,Josh Hutcherson Zooey Deschanel Bailee Madison Gabor Csupo Adventure Drama Family Fantasy
Marc Forster,Kelly Macdonald,Kate Winslet,Johnny Depp,Biography Drama Family,finding neverland,Johnny Depp Kate Winslet Kelly Macdonald Marc Forster Biography Drama Family
Tyler Perry,Larry the Cable Guy,Tika Sumpter,Alicia Witt,Comedy Drama,a madea christmas,Alicia Witt Tika Sumpter Larry the Cable Guy Tyler Perry Comedy Drama
Joe Carnahan,James Badge Dale,Frank Grillo,Liam Neeson,Action Adventure Drama Thriller,the grey,Liam Neeson Frank Grillo James Badge Dale Joe Carnahan Action Adventure Drama Thriller
John Polson,Robert John Burke,Dylan Baker,Robert De Niro,Drama Horror Mystery Thriller,hide and seek,Robert De Niro Dylan Baker Robert John Burke John Polson Drama Horror Mystery Thriller
Adam McKay,Steve Carell,Will Ferrell,Darcy Donavan,Comedy,anchorman: the legend of ron burgundy,Darcy Donavan Will Ferrell Steve Carell Adam McKay Comedy
Martin Scorsese,Paul Sorvino,Mike Starr,Robert De Niro,Biography Crime Drama,goodfellas,Robert De Niro Mike Starr Paul Sorvino Martin Scorsese Biography Crime Drama
Harald Zwart,Chris Gauthier,Frankie Muniz,Daniel Roebuck,Action Adventure Comedy Crime Family Romance Thriller,agent cody banks,Daniel Roebuck Frankie Muniz Chris Gauthier Harald Zwart Action Adventure Comedy Crime Family Romance Thriller
Kirk Jones,Imelda Staunton,Kelly Macdonald,Colin Firth,Comedy Family Fantasy,nanny mcphee,Colin Firth Kelly Macdonald Imelda Staunton Kirk Jones Comedy Family Fantasy
Brian De Palma,Mary Elizabeth Mastrantonio,F. Murray Abraham,Al Pacino,Crime Drama,scarface,Al Pacino F. Murray Abraham Mary Elizabeth Mastrantonio Brian De Palma Crime Drama
Steve Oedekerk,Rebecca Gayheart,Michael McKean,Kelly Preston,Action Adventure Comedy Crime,nothing to lose,Kelly Preston Michael McKean Rebecca Gayheart Steve Oedekerk Action Adventure Comedy Crime
Bernardo Bertolucci,Victor Wong,Joan Chen,Cary-Hiroyuki Tagawa,Biography Drama History,the last emperor,Cary-Hiroyuki Tagawa Joan Chen Victor Wong Bernardo Bertolucci Biography Drama History
Baltasar Kormákur,Lukas Haas,David O'Hara,J.K. Simmons,Action Crime Drama Thriller,contraband,J.K. Simmons David O'Hara Lukas Haas Baltasar Kormákur Action Crime Drama Thriller
Brett Ratner,Faizon Love,Paul Sorvino,Heather Locklear,Action Comedy Crime Thriller,money talks,Heather Locklear Paul Sorvino Faizon Love Brett Ratner Action Comedy Crime Thriller
Paul Thomas Anderson,Kevin Breznahan,Paul F. Tompkins,Jim Meskimen,Drama,there will be blood,Jim Meskimen Paul F. Tompkins Kevin Breznahan Paul Thomas Anderson Drama
Cathy Malkasian,Cree Summer,Flea,Alfre Woodard,Adventure Animation Comedy Family Fantasy,the wild thornberrys movie,Alfre Woodard Flea Cree Summer Cathy Malkasian Adventure Animation Comedy Family Fantasy
John Eng,Nancy Cartwright,Cree Summer,Elizabeth Daily,Adventure Animation Comedy Family Fantasy Musical,rugrats go wild,Elizabeth Daily Cree Summer Nancy Cartwright John Eng Adventure Animation Comedy Family Fantasy Musical
Malcolm D. Lee,Chi McBride,Eddie Griffin,Dave Chappelle,Action Comedy,undercover brother,Dave Chappelle Eddie Griffin Chi McBride Malcolm D. Lee Action Comedy
Ken Kwapis,Kyle Schmid,America Ferrera,Mike Vogel,Comedy Drama Family Romance,the sisterhood of the traveling pants,Mike Vogel America Ferrera Kyle Schmid Ken Kwapis Comedy Drama Family Romance
Chris Nahon,Max Ryan,Bridget Fonda,Jet Li,Action Crime Drama Thriller,kiss of the dragon,Jet Li Bridget Fonda Max Ryan Chris Nahon Action Crime Drama Thriller
Fred Wolf,Beverly D'Angelo,Katharine McPhee,Emma Stone,Comedy Romance,the house bunny,Emma Stone Katharine McPhee Beverly D'Angelo Fred Wolf Comedy Romance
Bille Woodruff,LisaRaye McCoy,Keshia Knight Pulliam,Alfre Woodard,Comedy,beauty shop,Alfre Woodard Keshia Knight Pulliam LisaRaye McCoy Bille Woodruff Comedy
Craig Gillespie,Gregory Alan Williams,Suraj Sharma,Jon Hamm,Biography Drama Sport,million dollar arm,Jon Hamm Suraj Sharma Gregory Alan Williams Craig Gillespie Biography Drama Sport
Phillip Noyce,Alexander Skarsgård,Meryl Streep,Jeff Bridges,Drama Romance Sci-Fi,the giver,Jeff Bridges Meryl Streep Alexander Skarsgård Phillip Noyce Drama Romance Sci-Fi
Dennie Gordon,Kelly Preston,Oliver James,Colin Firth,Comedy Drama Family Romance,what a girl wants,Colin Firth Oliver James Kelly Preston Dennie Gordon Comedy Drama Family Romance
Victor Salva,Billy Aaron Brown,Jonathan Breck,Nicki Aycox,Horror,jeepers creepers ii,Nicki Aycox Jonathan Breck Billy Aaron Brown Victor Salva Horror
Mark Helfrich,Chelan Simmons,Dan Fogler,Dane Cook,Comedy Romance,good luck chuck,Dane Cook Dan Fogler Chelan Simmons Mark Helfrich Comedy Romance
Andrzej Bartkowiak,DMX,Tom Arnold,Jet Li,Action Crime Drama Thriller,cradle 2 the grave,Jet Li Tom Arnold DMX Andrzej Bartkowiak Action Crime Drama Thriller
Stephen Daldry,Miranda Richardson,Stephen Dillane,Meryl Streep,Drama Romance,the hours,Meryl Streep Stephen Dillane Miranda Richardson Stephen Daldry Drama Romance
Andy Fickman,Laura Ramsey,Alexandra Breckenridge,Channing Tatum,Comedy Romance,she's the man,Channing Tatum Alexandra Breckenridge Laura Ramsey Andy Fickman Comedy Romance
Steve Bendelack,Steve Pemberton,Emma de Caunes,Lily Atkinson,Comedy Family,mr. bean's holiday,Lily Atkinson Emma de Caunes Steve Pemberton Steve Bendelack Comedy Family
Dwight H. Little,Johnny Messner,Salli Richardson-Whitfield,Nicholas Gonzalez,Action Adventure Horror Thriller,anacondas: the hunt for the blood orchid,Nicholas Gonzalez Salli Richardson-Whitfield Johnny Messner Dwight H. Little Action Adventure Horror Thriller
Guillaume Canet,Billy Crudup,Lili Taylor,Mila Kunis,Crime Drama Thriller,blood ties,Mila Kunis Lili Taylor Billy Crudup Guillaume Canet Crime Drama Thriller
Kirsten Sheridan,Marian Seldes,Aaron Staton,Robin Williams,Drama Music,august rush,Robin Williams Aaron Staton Marian Seldes Kirsten Sheridan Drama Music
Shekhar Kapur,Eric Cantona,John Gielgud,Fanny Ardant,Biography Drama History,elizabeth,Fanny Ardant John Gielgud Eric Cantona Shekhar Kapur Biography Drama History
Ronny Yu,Vince Corazza,Park Bench,Alexis Arquette,Comedy Fantasy Horror Romance,bride of chucky,Alexis Arquette Park Bench Vince Corazza Ronny Yu Comedy Fantasy Horror Romance
Richard Fleischer,James Whitmore,Richard Anderson,Joseph Cotten,Action Drama History War,tora! tora! tora!,Joseph Cotten Richard Anderson James Whitmore Richard Fleischer Action Drama History War
Bob Spiers,Victoria Beckham,Richard Briers,Jason Flemyng,Comedy Family Music,spice world,Jason Flemyng Richard Briers Victoria Beckham Bob Spiers Comedy Family Music
David Gordon Green,Kylie Bunbury,J.B. Smoove,Ari Graynor,Comedy,the sitter,Ari Graynor J.B. Smoove Kylie Bunbury David Gordon Green Comedy
Damien Dante Wayans,Chris Elliott,Essence Atkins,Damon Wayans Jr.,Action Comedy Music,dance flick,Damon Wayans Jr. Essence Atkins Chris Elliott Damien Dante Wayans Action Comedy Music
Frank Darabont,Bob Gunton,Jeffrey DeMunn,Morgan Freeman,Crime Drama,the shawshank redemption,Morgan Freeman Jeffrey DeMunn Bob Gunton Frank Darabont Crime Drama
Simon Wincer,Linda Kozlowski,Paul Hogan,Jere Burns,Adventure Comedy Crime,crocodile dundee in los angeles,Jere Burns Paul Hogan Linda Kozlowski Simon Wincer Adventure Comedy Crime
Bobby Farrelly,Richard Tyson,Lin Shaye,Bill Murray,Comedy Sport,kingpin,Bill Murray Lin Shaye Richard Tyson Bobby Farrelly Comedy Sport
John Wells,Julia Roberts,Meryl Streep,Benedict Cumberbatch,Drama,august: osage county,Benedict Cumberbatch Meryl Streep Julia Roberts John Wells Drama
