director_name,actor_3_name,actor_2_name,actor_1_name,genres,movie_title
James Gartner,Derek Luke,Austin Nichols,Mehcad Brooks,Biography Drama Sport,glory road
Denis Villeneuve,Daniel Kaluuya,Bernardo Saracino,Edgar Arreola,Action Crime Drama Mystery Thriller,sicario
Antoine Fuqua,Oona Laurence,50 Cent,Jake Gyllenhaal,Drama Sport,southpaw
Sam Raimi,Reggie Lee,Alison Lohman,Bojana Novakovic,Horror Thriller,drag me to hell
Lee Toland Krieger,Ellen Burstyn,Michiel Huisman,Harrison Ford,Drama Fantasy Romance,the age of adaline
Tim McCanlies,Emmanuelle Vaugier,Robert Duvall,Haley Joel Osment,Comedy Drama Family,secondhand lions
Jon M. Chu,Facundo Lombard,Stephen Boss,Alyson Stoner,Drama Music Romance,step up 3d
John Stockwell,Sanoe Lake,Mika Boorem,Faizon Love,Drama Romance Sport,blue crush
Marc Forster,Danny Rhodes,Christian Stolte,Will Ferrell,Comedy Drama Fantasy Romance,stranger than fiction
David Slade,Megan Franich,Mark Rendall,Danny Huston,Horror,30 days of night
Drew Goddard,Kristen Connolly,Bradley Whitford,Chris Hemsworth,Fantasy Horror Mystery Thriller,the cabin in the woods
Jason Friedberg,Method Man,Diedrich Bader,Carmen Electra,Comedy,meet the spartans
Martin Brest,Philip Baker Hall,Yaphet Kotto,Robert De Niro,Action Comedy Crime Thriller,midnight run
Paul Michael Glaser,Richard Dawson,Maria Conchita Alonso,Yaphet Kotto,Action Crime Sci-Fi Thriller,the running man
Frank Oz,Tisha Campbell-Martin,Jim Belushi,Bill Murray,Comedy Horror Musical Sci-Fi,little shop of horrors
Joe Wright,John Macmillan,Vicky Krieps,Jessica Barden,Action Drama Thriller,hanna
,Liam James,Joan Allen,Zach Gilford,Drama Mystery,the family            
John R. Leonetti,Robin Shou,Talisa Soto,Brian Thompson,Action Adventure Fantasy Sci-Fi Thriller,mortal kombat: annihilation
Tom Hanks,Randall Park,Rob Riggle,Tom Hanks,Comedy Drama Romance,larry crowne
Kimberly Peirce,Portia Doubleday,Judy Greer,Chloë Grace Moretz,Drama Fantasy Horror,carrie
Liz Friedlander,Jasika Nicole,Yaya DaCosta,Alfre Woodard,Drama Music,take the lead
,Kevin Dillon,Kevin Connolly,Debi Mazar,Comedy Drama,entourage            
Phil Joanou,Kevin Dunn,Jurnee Smollett-Bell,Dwayne Johnson,Crime Drama Sport,gridiron gang
Sam Weisman,Richard Schiff,Larry Miller,Bernie Mac,Comedy Crime,what's the worst that could happen?
Shane Acker,Tom Kane,Alan Oppenheimer,Martin Landau,Action Adventure Animation Drama Mystery Sci-Fi Thriller,9
Steven Soderbergh,Katie Lowes,David Costabile,Channing Tatum,Crime Drama Thriller,side effects
Martha Coolidge,Luke Mably,Miranda Richardson,Devin Ratray,Comedy Family Romance,the prince and me
Stephen J. Anderson,Huell Howser,Robert Lopez,Craig Ferguson,Adventure Animation Comedy Family Musical,winnie the pooh
Troy Miller,Cheri Oteri,Mimi Rogers,Elden Henson,Comedy,dumb and dumberer: when harry met lloyd
Warren Beatty,Graham Beckel,Kirk Baltz,Warren Beatty,Comedy Drama Romance,bulworth
Tate Taylor,Aunjanue Ellis,Josh Hopkins,Tika Sumpter,Biography Drama Music,get on up
Carl Franklin,Tom Everett Scott,William Hurt,Meryl Streep,Drama,one true thing
Brett Leonard,Traci Lords,Costas Mandylor,Denzel Washington,Action Crime Sci-Fi Thriller,virtuosity
Ivan Reitman,Wanda Sykes,Eddie Izzard,Rainn Wilson,Comedy Romance Sci-Fi,my super ex-girlfriend
Scott Derrickson,Edgar Ramírez,Dorian Missick,Olivia Munn,Horror Mystery Thriller,deliver us from evil
Alister Grierson,Richard Roxburgh,Rhys Wakefield,Ioan Gruffudd,Adventure Drama Thriller,sanctum
Nick Hurran,Dave Annable,Kevin Sussman,Holly Hunter,Comedy Drama Romance,little black book
Nicholas Stoller,David Paymer,Jacki Weaver,Alison Brie,Comedy Romance,the five-year engagement
Charles Stone III,Paul Sorvino,Chris Noth,Bernie Mac,Comedy Drama Romance Sport,mr 3000
Paul Haggis,Aisha Hinds,Daniel Stern,Olivia Wilde,Crime Drama Romance Thriller,the next three days
Kurt Wimmer,Nick Chinlund,Cameron Bright,Milla Jovovich,Action Horror Sci-Fi Thriller,ultraviolet
Jean-François Richet,Hugh Dillon,Drea de Matteo,Brian Dennehy,Action Crime Drama Thriller,assault on precinct 13
Antoine Fuqua,Patrick Kilpatrick,Clifton Collins Jr.,Mira Sorvino,Action Crime Thriller,the replacement killers
Kevin Hooks,Will Patton,Stephen Baldwin,Salma Hayek,Action Adventure Crime Drama Romance,fled
Ellory Elkayem,Riley Smith,Doug E. Doug,Scarlett Johansson,Action Comedy Horror,eight legged freaks
Edward Zwick,Judy Greer,Anne Hathaway,Jake Gyllenhaal,Comedy Drama Romance,love & other drugs
Jon Avnet,Deborah Kara Unger,Alicia Witt,Al Pacino,Crime Drama Mystery Thriller,88 minutes
Niki Caro,Sissy Spacek,Charlize Theron,Jeremy Renner,Drama,north country
Howard Deutch,Natasha Henstridge,Matthew Perry,Bruce Willis,Comedy Crime Thriller,the whole ten yards
Vincenzo Natali,Delphine Chanéac,David Hewlett,Sarah Polley,Drama Horror Sci-Fi,splice
Willard Huyck,Jordan Prentice,Jeffrey Jones,Lea Thompson,Action Adventure Comedy Romance Sci-Fi,howard the duck
Gavin O'Connor,Frank Grillo,Rick Gonzalez,Jennifer Ehle,Crime Drama Thriller,pride and glory
Bruce Hunt,Marcel Iures,Cole Hauser,Eddie Cibrian,Adventure Horror Thriller,the cave
Rob Reiner,Robert Costanzo,Lobo Sebastian,David Paymer,Comedy Romance,alex & emma
Paul McGuigan,Mark Camacho,Christopher Cousins,Jessica Paré,Drama Mystery Romance Thriller,wicker park
Craig Gillespie,Sandra Vergara,Reid Ewing,Grace Phipps,Comedy Horror,fright night
Terrence Malick,Wes Studi,Michael Greyeyes,Christian Bale,Biography Drama History Romance,the new world
Chris Roberts,Jürgen Prochnow,David Suchet,Saffron Burrows,Action Adventure Sci-Fi,wing commander
Neil Jordan,Paul Guilfoyle,Aidan Quinn,Robert Downey Jr.,Drama Fantasy Thriller,in dreams
James Wong,Randall Duk Kim,Texas Battle,Ian Whyte,Action Adventure Fantasy Sci-Fi Thriller,dragonball: evolution
Jee-woon Kim,Christiana Leucas,James Burnett,Zach Gilford,Action Crime Thriller,the last stand
Nick Hamm,Munro Chambers,Cameron Bright,Robert De Niro,Drama Horror Sci-Fi Thriller,godsend
Andy Cadiff,Terence Maynard,Stark Sands,Annabella Sciorra,Comedy Romance,chasing liberty
Mike Disa,Cheech Marin,Phil LaMarr,Amy Poehler,Animation Comedy Family,hoodwinked too! hood vs. evil
Lasse Hallström,Lynda Boyd,Camryn Manheim,Morgan Freeman,Drama,an unfinished life
Terry Gilliam,Verne Troyer,Lily Cole,Andrew Garfield,Adventure Fantasy Mystery,the imaginarium of doctor parnassus
Richard J. Lewis,Paul Gross,Atom Egoyan,Mark Addy,Comedy Drama,barney's version
,Björn Hlynur Haraldsson,Ingvar Eggert Sigurðsson,Ólafur Darri Ólafsson,Crime Drama Thriller,trapped            
Brad Furman,David Costabile,John Heard,Justin Timberlake,Crime Thriller,runner runner
Peter Howitt,Ned Bellamy,Richard Roundtree,Tyler Labine,Action Crime Drama Thriller,antitrust
Edward Zwick,Matthew Broderick,Morgan Freeman,Denzel Washington,Drama History War,glory
Sergio Leone,Treat Williams,Burt Young,Robert De Niro,Crime Drama,once upon a time in america
Niels Arden Oplev,James Biberi,Isabelle Huppert,Dominic Cooper,Action Crime Drama Thriller,dead man down
Michael Radford,Kris Marshall,Mackenzie Crook,Al Pacino,Drama Romance,the merchant of venice
Neil Jordan,Tchéky Karyo,Saïd Taghmaoui,Emir Kusturica,Action Crime Drama Romance Thriller,the good thief
Steve Boyum,Steve Howey,Mike Vogel,Channing Tatum,Action Drama Romance Sport,supercross
Chris Noonan,Lucy Boynton,Bill Paterson,Emily Watson,Biography Drama Romance,miss potter
Kaige Chen,Nicholas Tse,Toby Leonard Moore,Dong-gun Jang,Action Drama Fantasy,the promise
Corey Yuen,Sarah Carter,Holly Valance,Steve Howey,Action Adventure,doa: dead or alive
Andrew Dominik,Sam Shepard,Jeremy Renner,Brad Pitt,Biography Crime Drama History Western,the assassination of jesse james by the coward robert ford
Li Zhang,Jaycee Chan,Joan Chen,Bingbing Li,Action Adventure Drama History War,1911
Laurent Tirard,Kad Merad,Sandrine Kiberlain,Louise Bourgoin,Comedy Family,little nicholas
Simon West,Jason Alexander,Michael Angarano,Jason Statham,Action Crime Drama Thriller,wild card
Marc Forster,Kathy Baker,Madeline Carroll,Gerard Butler,Action Biography Crime Drama,machine gun preacher
Reinhard Klooss,James Corden,Vanessa Redgrave,Jim Broadbent,Animation Comedy Family,animals united
Bille August,Tyrone Keogh,Patrick Lyster,Terry Pheto,Biography Drama History,the color of freedom
Frédéric Auburtin,Jemima West,Thomas Kretschmann,Fisher Stevens,Drama History Sport,united passions
Olivier Dahan,Derek Jacobi,Frank Langella,Paz Vega,Biography Drama Romance,grace of monaco
Maksim Fadeev,Sergey Garmash,Fedor Bondarchuk,Konstantin Khabenskiy,Adventure Animation Fantasy,a warrior's tail
Liliana Cavani,Chiara Caselli,Dougray Scott,Ray Winstone,Crime Drama Mystery Thriller,ripley's game
Greg Tiernan,Anders Holm,Salma Hayek,James Franco,Adventure Animation Comedy Fantasy,sausage party
Elizabeth Banks,Hana Mae Lee,Birgitte Hjort Sørensen,Anna Kendrick,Comedy Music,pitch perfect 2
James Mangold,Tyler Hilton,Dallas Roberts,Sandra Ellis Lafferty,Biography Drama Music Romance,walk the line
,Tom Noonan,Kirk Acevedo,Amanda Schull,Adventure Drama Mystery Sci-Fi Thriller,12 monkeys            
Edward Norton,Anne Bancroft,Milos Forman,Lisa Edelstein,Comedy Drama Romance,keeping the faith
Peter Hewitt,Mark Williams,Bradley Pierce,Jim Broadbent,Adventure Comedy Family Fantasy,the borrowers
Ron Howard,Oliver Platt,Clint Howard,Toby Jones,Drama,frost/nixon
George Clooney,Jennifer Hall,David Julian Hirsh,Dick Clark,Biography Comedy Crime Drama Romance Thriller,confessions of a dangerous mind
Reginald Hudlin,Vincent Pastore,Jerry Stiller,Matthew Perry,Comedy Romance,serving sara
Ben Falcone,Ben Falcone,Tyler Labine,Peter Dinklage,Comedy,the boss
Richard Attenborough,Penelope Wilton,Kevin McNally,Denzel Washington,Biography Drama History,cry freedom
Lawrence Kasdan,Mary McDonnell,Alfre Woodard,Zooey Deschanel,Comedy Drama,mumford
Don Mancini,Hannah Spearritt,Billy Boyd,Jason Flemyng,Comedy Fantasy Horror Thriller,seed of chucky
John Maybury,Angel Coulby,Jason Lewis,Jennifer Jason Leigh,Drama Mystery Sci-Fi Thriller,the jacket
Ron Clements,Scott Weinger,Frank Welker,Robin Williams,Adventure Animation Comedy Family Fantasy Musical Romance,aladdin
F. Gary Gray,R. Marcos Taylor,Neil Brown Jr.,Aldis Hodge,Biography Crime Drama History Music,straight outta compton
Steven Spielberg,Kate Capshaw,Amrish Puri,Harrison Ford,Action Adventure,indiana jones and the temple of doom
Igor Kovalyov,Christine Cavanaugh,Cree Summer,Elizabeth Daily,Adventure Animation Comedy Drama Family Musical,the rugrats movie
Lee Tamahori,Monica Potter,Billy Burke,Morgan Freeman,Crime Drama Thriller,along came a spider
Stephen Frears,John Sessions,Nina Arianda,Meryl Streep,Biography Comedy Drama Music Romance,florence foster jenkins
Robert Rodriguez,Enrique Iglesias,Salma Hayek,Johnny Depp,Action Crime Thriller,once upon a time in mexico
John McTiernan,Reginald VelJohnson,Bruce Willis,Alan Rickman,Action Thriller,die hard
David Wain,Bobb'e J. Thompson,Ken Marino,Joe Lo Truglio,Comedy,role models
Adam McKay,Charlie Talbert,Christian Bale,Ryan Gosling,Biography Comedy Drama History,the big short
Ang Lee,Demetri Martin,Kevin Chamberlin,Imelda Staunton,Comedy Drama Music,taking woodstock
Gavin O'Connor,Kenneth Mitchell,Noah Emmerich,Eddie Cahill,Biography Drama History Sport,miracle
Zack Snyder,Mekhi Phifer,Kevin Zegers,Ty Burrell,Action Horror Thriller,dawn of the dead
Adam Shankman,Alex Rocco,Judy Greer,Matthew McConaughey,Comedy Romance,the wedding planner
Shinji Aramaki,Haruma Miura,Yû Aoi,Shun Oguri,Adventure Animation Sci-Fi,harlock: space pirate
Wes Anderson,Seymour Cassel,Anjelica Huston,Bill Murray,Comedy Drama,the royal tenenbaums
James Mangold,Jake Busey,Rebecca De Mornay,Clea DuVall,Mystery Thriller,identity
Jon Turteltaub,Romany Malco,Morgan Freeman,Robert De Niro,Comedy Romance,last vegas
John Glen,Desmond Llewelyn,Topol,Julian Glover,Action Adventure Thriller,for your eyes only
Peter Chelsom,Ann Talman,David Sparrow,Lilli Lavine,Comedy Romance,serendipity
Peter Hyams,Gloria Reuben,Bruce McGill,Mia Sara,Action Crime Sci-Fi Thriller,timecop
Ben Stiller,Will Ferrell,Alexander Skarsgård,Milla Jovovich,Comedy,zoolander
Lasse Hallström,Mimi Kirkland,Noah Lomax,David Lyons,Drama Romance Thriller,safe haven
Kenny Ortega,Larry Bagby,Omri Katz,Vinessa Shaw,Comedy Family Fantasy,hocus pocus
Scott Hicks,Bob Balaban,Lily Rabe,Zoë Kravitz,Comedy Drama Romance,no reservations
Matthew Vaughn,Michael Rispoli,Deborah Twiss,Elizabeth McGovern,Action Comedy,kick-ass
Ruben Fleischer,Fred Ward,Dilshad Vadsaria,Bianca Kajlich,Action Comedy Crime,30 minutes or less
Patrick Lussier,Jeri Ryan,Danny Masterson,Gerard Butler,Action Fantasy Horror Thriller,dracula 2000
Miguel Arteta,Jennifer Garner,Steve Carell,Bella Thorne,Comedy Family,"alexander and the terrible, horrible, no good, very bad day"
Joe Wright,Simon Woods,Brenda Blethyn,Talulah Riley,Drama Romance,pride & prejudice
Ridley Scott,M. Emmet Walsh,Sean Young,Harrison Ford,Sci-Fi Thriller,blade runner
Michael Caton-Jones,Eric Stoltz,Jason Flemyng,Liam Neeson,Adventure Biography,rob roy
McG,Tómas Lemarquis,Richard Sammel,Connie Nielsen,Action Drama Thriller,3 days to kill
James Gray,Antoni Corone,Oleg Taktarov,Robert Duvall,Crime Drama Thriller,we own the night
Janusz Kaminski,Ben Chaplin,Bob Clendenin,Philip Baker Hall,Drama Horror Thriller,lost souls
Jacques Perrin,unknown,Philippe Labro,Jacques Perrin,Documentary,winged migration
Donald Petrie,Faizon Love,Carlos Ponce,Samaire Armstrong,Comedy Fantasy Romance,just my luck
Jay Roach,Ron Eldard,Mary McCormack,Scott Grimes,Comedy Drama Sport,"mystery, alaska"
Brian Levant,George Lopez,Amber Valletta,Madeline Carroll,Action Comedy Family,the spy next door
Michael Ritchie,Kathleen Turner,Francis Capra,Mara Wilson,Comedy Family Fantasy,a simple wish
John Carpenter,Natasha Henstridge,Clea DuVall,Jason Statham,Action Horror Sci-Fi,ghosts of mars
David Gordon Green,Scoot McNairy,Zoe Kazan,Dominic Flores,Comedy Drama,our brand is crisis
Burr Steers,Sam Riley,Bella Heathcote,Matt Smith,Action Horror Romance,pride and prejudice and zombies
Martin Scorsese,Tencho Gyalpo,Tulku Jamyang Kunga Tenzin,Tenzin Thuthob Tsarong,Biography Drama History War,kundun
Robert B. Weide,Fenella Woolgar,Katherine Parkinson,James Corden,Comedy Drama Romance,how to lose friends & alienate people
Jeff Wadlow,Augustus Prew,Donald Faison,Chloë Grace Moretz,Action Comedy Crime,kick-ass 2
Agustín Díaz Yanes,Eduardo Noriega,Elena Anaya,Viggo Mortensen,Adventure Drama History Romance Thriller War,captain alatriste: the spanish musketeer
Camille Delamarre,RZA,Robert Maillet,Paul Walker,Action Crime Drama Thriller,brick mansions
John Glen,Steven Berkoff,Kabir Bedi,Louis Jourdan,Action Adventure Thriller,octopussy
Judd Apatow,Charlyne Yi,Martin Starr,Harold Ramis,Comedy Romance,knocked up
Nick Cassavetes,Jeffrey Markle,Sofia Vassilieva,Jason Patric,Drama,my sister's keeper
Malcolm D. Lee,Cedric the Entertainer,Mike Epps,Mo'Nique,Comedy Drama Romance,"welcome home, roscoe jenkins"
David Lean,Art Malik,Judy Davis,Richard Wilson,Adventure Drama History,a passage to india
Richard Eyre,Shaun Parkes,Andrew Simpson,Phil Davis,Crime Drama Romance Thriller,notes on a scandal
Gavin Hood,Meryl Streep,Jake Gyllenhaal,J.K. Simmons,Drama Thriller,rendition
,Jake McDorman,Mary Elizabeth Mastrantonio,Colin Salmon,Crime Drama Sci-Fi Thriller,limitless            
Nicholas Meyer,Nichelle Nichols,Kurtwood Smith,Leonard Nimoy,Action Adventure Sci-Fi Thriller,star trek vi: the undiscovered country
Callie Khouri,Matthew Settle,Fionnula Flanagan,Ellen Burstyn,Drama,divine secrets of the ya-ya sisterhood
Jon Favreau,Garry Shandling,Bill Murray,Scarlett Johansson,Adventure Drama Family Fantasy,the jungle book
Gary Fleder,Tatyana Ali,Tony Goldwyn,Morgan Freeman,Crime Drama Mystery Thriller,kiss the girls
John Landis,Ray Charles,Aretha Franklin,John Belushi,Action Comedy Crime Music,the blues brothers
Sanaa Hamri,Michael Rady,Blythe Danner,America Ferrera,Comedy Drama Family Romance,the sisterhood of the traveling pants 2
Todd Graff,Jesse L. Martin,Jeremy Jordan,Dolly Parton,Comedy Music,joyful noise
Chris Weitz,Peter McNicholl,Christopher Webster,Sharon Small,Comedy Drama Romance,about a boy
Steve Miner,Ty Olsson,Bridget Fonda,Oliver Platt,Action Comedy Horror,lake placid
Paul McGuigan,Dorian Missick,Morgan Freeman,Bruce Willis,Crime Drama Mystery Thriller,lucky number slevin
Philip Kaufman,Sam Shepard,Scott Glenn,Dennis Quaid,Adventure Drama History,the right stuff
Roland Emmerich,Rafe Spall,Joely Richardson,Vanessa Redgrave,Drama History Thriller,anonymous
Wolfgang Petersen,Alan Oppenheimer,Barret Oliver,Gerald McRaney,Adventure Drama Family Fantasy,the neverending story
Alex Proyas,Bruce Spence,William Hurt,Rufus Sewell,Action Drama Fantasy Mystery Sci-Fi Thriller,dark city
Saul Dibb,Charlotte Rampling,Hayley Atwell,Dominic Cooper,Biography Drama History Romance,the duchess
,Joyce Randolph,Art Carney,Jackie Gleason,Comedy Family,the honeymooners            
Walter Murch,Tim Rose,Jean Marsh,Piper Laurie,Adventure Family Fantasy Horror Mystery,return to oz
Richard Linklater,Dwight Yoakam,Lew Temple,Matthew McConaughey,Action Crime Drama History Western,the newton boys
Christian Alvart,Vanesa Tomasino,Callum Rennie,Bradley Cooper,Horror Mystery Thriller,case 39
E. Elias Merhige,William Mapother,Kevin Chamberlin,Harry Lennix,Crime Drama Mystery Thriller,suspect zero
Menno Meyjes,Sophie Okonedo,Richard Schiff,Oliver Platt,Comedy Drama Family,martian child
Robert Rodriguez,Daryl Sabara,Joel McHale,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,spy kids: all the time in the world in 4d
Jodie Foster,Chris Bauer,Jack O'Connell,Julia Roberts,Crime Drama Thriller,money monster
Ronny Yu,Paul Barber,Junix Inocian,Meat Loaf,Action Comedy Crime Thriller,formula 51
Joel Schumacher,Chris Bauer,Philip Seymour Hoffman,Robert De Niro,Comedy Crime Drama,flawless
Renny Harlin,Eion Bailey,Clifton Collins Jr.,LL Cool J,Crime Horror Mystery Thriller,mindhunters
Barry Levinson,Kristen Stewart,Robin Wright,Robert De Niro,Comedy Drama,what just happened
Norman Jewison,John Neville,Colin Salmon,Charlotte Rampling,Drama Thriller,the statement
Kenneth Branagh,Joseph Kaiser,Amy Carson,Kim-Marie Woodhouse,Drama Musical Romance,the magic flute
Steve Carr,Allen Covert,Adhir Kalyan,Erick Avari,Action Comedy Crime,paul blart: mall cop
Mark Waters,Willie Garson,Julie Gonzalo,Jamie Lee Curtis,Comedy Family Fantasy Music Romance,freaky friday
Judd Apatow,Gerry Bednob,Romany Malco,Steve Carell,Comedy Romance,the 40-year-old virgin
John Madden,Simon Callow,Martin Clunes,Tom Wilkinson,Comedy Drama Romance,shakespeare in love
Scott Frank,David Harbour,Boyd Holbrook,Liam Neeson,Crime Drama Mystery Thriller,a walk among the tombstones
Ivan Reitman,Penelope Ann Miller,Cathy Moriarty,Richard Tyson,Action Comedy Crime,kindergarten cop
David Gordon Green,Rosie Perez,Gary Cole,James Franco,Action Comedy Crime,pineapple express
Andy Tennant,Jeanne Moreau,Dougray Scott,Anjelica Huston,Comedy Drama Romance,ever after: a cinderella story
Kevin Costner,Julian Richings,Michael Jeter,Robert Duvall,Drama Romance Western,open range
Joel Schumacher,Hope Davis,Oliver Platt,Julia Roberts,Drama Horror Sci-Fi Thriller,flatliners
,Glenn Howerton,Kaitlin Olson,Rob McElhenney,Comedy,it's always sunny in philadelphia            
Richard Attenborough,Wolfgang Preiss,Dirk Bogarde,Ryan O'Neal,Drama History War,a bridge too far
Wes Craven,Suzie Plakson,Carl Gilliard,Robert Pine,Mystery Thriller,red eye
David R. Ellis,Keegan Connor Tracy,Michael Landes,Sarah Carter,Horror Thriller,final destination 2
Joel Coen,Daniel von Bargen,Tim Blake Nelson,Holly Hunter,Adventure Comedy Crime Music,"o brother, where art thou?"
Scott Stewart,Charles S. Dutton,Kate Walsh,Dennis Quaid,Action Fantasy Horror,legion
Michael Bay,Michael Rispoli,Larry Hankin,Dwayne Johnson,Comedy Crime Drama,pain & gain
